Chromosome	Source	Feature	Start	End	Attributes
NC_003279.8	GetRepeats	repeat_region	10210676	10217791	ID=Repeat_14560
NC_003279.8	GetRepeats	repeat_copy	10210676	10210725	Parent=Repeat_14560;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217742	10217791	Parent=Repeat_14560;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210676	10217859	ID=Repeat_14561
NC_003279.8	GetRepeats	repeat_copy	10210676	10210725	Parent=Repeat_14561;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217810	10217859	Parent=Repeat_14561;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210676	10217993	ID=Repeat_14562
NC_003279.8	GetRepeats	repeat_copy	10210676	10210725	Parent=Repeat_14562;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217944	10217993	Parent=Repeat_14562;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210676	10218395	ID=Repeat_14563
NC_003279.8	GetRepeats	repeat_copy	10210676	10210725	Parent=Repeat_14563;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218346	10218395	Parent=Repeat_14563;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210676	10218731	ID=Repeat_14564
NC_003279.8	GetRepeats	repeat_copy	10210676	10210725	Parent=Repeat_14564;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218682	10218731	Parent=Repeat_14564;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210676	10218933	ID=Repeat_14565
NC_003279.8	GetRepeats	repeat_copy	10210676	10210725	Parent=Repeat_14565;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218884	10218933	Parent=Repeat_14565;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210676	10219069	ID=Repeat_14566
NC_003279.8	GetRepeats	repeat_copy	10210676	10210725	Parent=Repeat_14566;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10219020	10219069	Parent=Repeat_14566;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210726	10211474	ID=Repeat_14567
NC_003279.8	GetRepeats	repeat_copy	10210726	10210800	Parent=Repeat_14567;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211400	10211474	Parent=Repeat_14567;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10211070	ID=Repeat_14568
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14568;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211021	10211070	Parent=Repeat_14568;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10211742	ID=Repeat_14569
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14569;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211693	10211742	Parent=Repeat_14569;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10211978	ID=Repeat_14570
NC_003279.8	GetRepeats	repeat_copy	10210751	10210900	Parent=Repeat_14570;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211829	10211978	Parent=Repeat_14570;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10212556	ID=Repeat_14571
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14571;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212507	10212556	Parent=Repeat_14571;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10212624	ID=Repeat_14572
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14572;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212575	10212624	Parent=Repeat_14572;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10212758	ID=Repeat_14573
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14573;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212709	10212758	Parent=Repeat_14573;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10212960	ID=Repeat_14574
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14574;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212911	10212960	Parent=Repeat_14574;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10213096	ID=Repeat_14575
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14575;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10213047	10213096	Parent=Repeat_14575;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10213434	ID=Repeat_14576
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14576;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10213385	10213434	Parent=Repeat_14576;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10213568	ID=Repeat_14577
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14577;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10213519	10213568	Parent=Repeat_14577;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10213974	ID=Repeat_14578
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14578;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10213925	10213974	Parent=Repeat_14578;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10214914	ID=Repeat_14579
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14579;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10214865	10214914	Parent=Repeat_14579;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10214982	ID=Repeat_14580
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14580;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10214933	10214982	Parent=Repeat_14580;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10215116	ID=Repeat_14581
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14581;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10215067	10215116	Parent=Repeat_14581;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10215250	ID=Repeat_14582
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14582;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10215201	10215250	Parent=Repeat_14582;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10215384	ID=Repeat_14583
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14583;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10215335	10215384	Parent=Repeat_14583;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10216116	ID=Repeat_14584
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14584;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10216067	10216116	Parent=Repeat_14584;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10216209	ID=Repeat_14585
NC_003279.8	GetRepeats	repeat_copy	10210751	10210825	Parent=Repeat_14585;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10216135	10216209	Parent=Repeat_14585;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10216620	ID=Repeat_14586
NC_003279.8	GetRepeats	repeat_copy	10210751	10210900	Parent=Repeat_14586;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10216471	10216620	Parent=Repeat_14586;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10216990	ID=Repeat_14587
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14587;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10216941	10216990	Parent=Repeat_14587;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10217526	ID=Repeat_14588
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14588;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217477	10217526	Parent=Repeat_14588;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10218268	ID=Repeat_14589
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14589;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218219	10218268	Parent=Repeat_14589;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10218536	ID=Repeat_14590
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14590;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218487	10218536	Parent=Repeat_14590;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10218604	ID=Repeat_14591
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14591;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218555	10218604	Parent=Repeat_14591;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10218806	ID=Repeat_14592
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14592;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218757	10218806	Parent=Repeat_14592;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210751	10219008	ID=Repeat_14593
NC_003279.8	GetRepeats	repeat_copy	10210751	10210800	Parent=Repeat_14593;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218959	10219008	Parent=Repeat_14593;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210776	10210943	ID=Repeat_14594
NC_003279.8	GetRepeats	repeat_copy	10210776	10210875	Parent=Repeat_14594;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10210844	10210943	Parent=Repeat_14594;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210776	10211327	ID=Repeat_14595
NC_003279.8	GetRepeats	repeat_copy	10210776	10210925	Parent=Repeat_14595;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211178	10211327	Parent=Repeat_14595;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210776	10211370	ID=Repeat_14596
NC_003279.8	GetRepeats	repeat_copy	10210776	10210900	Parent=Repeat_14596;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211246	10211370	Parent=Repeat_14596;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210776	10211363	ID=Repeat_14597
NC_003279.8	GetRepeats	repeat_copy	10210776	10210825	Parent=Repeat_14597;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211314	10211363	Parent=Repeat_14597;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210776	10211971	ID=Repeat_14598
NC_003279.8	GetRepeats	repeat_copy	10210776	10210825	Parent=Repeat_14598;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211922	10211971	Parent=Repeat_14598;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210776	10212107	ID=Repeat_14599
NC_003279.8	GetRepeats	repeat_copy	10210776	10210825	Parent=Repeat_14599;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212058	10212107	Parent=Repeat_14599;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210776	10212318	ID=Repeat_14600
NC_003279.8	GetRepeats	repeat_copy	10210776	10210900	Parent=Repeat_14600;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212194	10212318	Parent=Repeat_14600;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210776	10212311	ID=Repeat_14601
NC_003279.8	GetRepeats	repeat_copy	10210776	10210825	Parent=Repeat_14601;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212262	10212311	Parent=Repeat_14601;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210776	10216613	ID=Repeat_14602
NC_003279.8	GetRepeats	repeat_copy	10210776	10210825	Parent=Repeat_14602;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10216564	10216613	Parent=Repeat_14602;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210776	10217687	ID=Repeat_14603
NC_003279.8	GetRepeats	repeat_copy	10210776	10210825	Parent=Repeat_14603;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217638	10217687	Parent=Repeat_14603;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210801	10216327	ID=Repeat_14604
NC_003279.8	GetRepeats	repeat_copy	10210801	10210875	Parent=Repeat_14604;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10216253	10216327	Parent=Repeat_14604;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10211549	ID=Repeat_14605
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14605;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211500	10211549	Parent=Repeat_14605;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10211817	ID=Repeat_14606
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14606;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211768	10211817	Parent=Repeat_14606;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10212429	ID=Repeat_14607
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14607;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212380	10212429	Parent=Repeat_14607;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10212899	ID=Repeat_14608
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14608;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212850	10212899	Parent=Repeat_14608;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10213035	ID=Repeat_14609
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14609;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212986	10213035	Parent=Repeat_14609;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10213171	ID=Repeat_14610
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14610;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10213122	10213171	Parent=Repeat_14610;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10213239	ID=Repeat_14611
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14611;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10213190	10213239	Parent=Repeat_14611;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10213373	ID=Repeat_14612
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14612;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10213324	10213373	Parent=Repeat_14612;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10214387	ID=Repeat_14613
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14613;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10214338	10214387	Parent=Repeat_14613;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10214587	ID=Repeat_14614
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14614;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10214538	10214587	Parent=Repeat_14614;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10214721	ID=Repeat_14615
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14615;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10214672	10214721	Parent=Repeat_14615;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10215525	ID=Repeat_14616
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14616;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10215476	10215525	Parent=Repeat_14616;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10215659	ID=Repeat_14617
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14617;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10215610	10215659	Parent=Repeat_14617;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10217197	ID=Repeat_14618
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14618;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217148	10217197	Parent=Repeat_14618;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10217331	ID=Repeat_14619
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14619;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217282	10217331	Parent=Repeat_14619;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10217465	ID=Repeat_14620
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14620;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217416	10217465	Parent=Repeat_14620;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10217601	ID=Repeat_14621
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14621;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217552	10217601	Parent=Repeat_14621;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10217694	ID=Repeat_14622
NC_003279.8	GetRepeats	repeat_copy	10210826	10210900	Parent=Repeat_14622;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217620	10217694	Parent=Repeat_14622;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10217805	ID=Repeat_14623
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14623;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217756	10217805	Parent=Repeat_14623;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10217873	ID=Repeat_14624
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14624;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217824	10217873	Parent=Repeat_14624;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10218007	ID=Repeat_14625
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14625;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217958	10218007	Parent=Repeat_14625;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10218409	ID=Repeat_14626
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14626;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218360	10218409	Parent=Repeat_14626;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10218745	ID=Repeat_14627
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14627;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218696	10218745	Parent=Repeat_14627;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10218947	ID=Repeat_14628
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14628;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218898	10218947	Parent=Repeat_14628;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210826	10219083	ID=Repeat_14629
NC_003279.8	GetRepeats	repeat_copy	10210826	10210875	Parent=Repeat_14629;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10219034	10219083	Parent=Repeat_14629;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210851	10211259	ID=Repeat_14630
NC_003279.8	GetRepeats	repeat_copy	10210851	10210925	Parent=Repeat_14630;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211185	10211259	Parent=Repeat_14630;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210851	10211438	ID=Repeat_14631
NC_003279.8	GetRepeats	repeat_copy	10210851	10210900	Parent=Repeat_14631;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211389	10211438	Parent=Repeat_14631;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210851	10211935	ID=Repeat_14632
NC_003279.8	GetRepeats	repeat_copy	10210851	10210925	Parent=Repeat_14632;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211861	10211935	Parent=Repeat_14632;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210851	10212071	ID=Repeat_14633
NC_003279.8	GetRepeats	repeat_copy	10210851	10210925	Parent=Repeat_14633;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211997	10212071	Parent=Repeat_14633;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210851	10212207	ID=Repeat_14634
NC_003279.8	GetRepeats	repeat_copy	10210851	10210925	Parent=Repeat_14634;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212133	10212207	Parent=Repeat_14634;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210851	10216216	ID=Repeat_14635
NC_003279.8	GetRepeats	repeat_copy	10210851	10210900	Parent=Repeat_14635;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10216167	10216216	Parent=Repeat_14635;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210851	10216334	ID=Repeat_14636
NC_003279.8	GetRepeats	repeat_copy	10210851	10210950	Parent=Repeat_14636;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10216235	10216334	Parent=Repeat_14636;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210851	10216577	ID=Repeat_14637
NC_003279.8	GetRepeats	repeat_copy	10210851	10210925	Parent=Repeat_14637;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10216503	10216577	Parent=Repeat_14637;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210851	10216738	ID=Repeat_14638
NC_003279.8	GetRepeats	repeat_copy	10210851	10210950	Parent=Repeat_14638;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10216639	10216738	Parent=Repeat_14638;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10211556	ID=Repeat_14639
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14639;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211507	10211556	Parent=Repeat_14639;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10211824	ID=Repeat_14640
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14640;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10211775	10211824	Parent=Repeat_14640;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10212561	ID=Repeat_14641
NC_003279.8	GetRepeats	repeat_copy	10210901	10211075	Parent=Repeat_14641;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212387	10212561	Parent=Repeat_14641;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10212906	ID=Repeat_14642
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14642;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212857	10212906	Parent=Repeat_14642;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10213042	ID=Repeat_14643
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14643;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10212993	10213042	Parent=Repeat_14643;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10213178	ID=Repeat_14644
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14644;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10213129	10213178	Parent=Repeat_14644;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10213246	ID=Repeat_14645
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14645;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10213197	10213246	Parent=Repeat_14645;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10213380	ID=Repeat_14646
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14646;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10213331	10213380	Parent=Repeat_14646;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10214394	ID=Repeat_14647
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14647;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10214345	10214394	Parent=Repeat_14647;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10214594	ID=Repeat_14648
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14648;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10214545	10214594	Parent=Repeat_14648;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10214728	ID=Repeat_14649
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14649;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10214679	10214728	Parent=Repeat_14649;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10215532	ID=Repeat_14650
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14650;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10215483	10215532	Parent=Repeat_14650;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10215666	ID=Repeat_14651
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14651;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10215617	10215666	Parent=Repeat_14651;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10217204	ID=Repeat_14652
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14652;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217155	10217204	Parent=Repeat_14652;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10217413	ID=Repeat_14653
NC_003279.8	GetRepeats	repeat_copy	10210901	10211025	Parent=Repeat_14653;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217289	10217413	Parent=Repeat_14653;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10217472	ID=Repeat_14654
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14654;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217423	10217472	Parent=Repeat_14654;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10217608	ID=Repeat_14655
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14655;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217559	10217608	Parent=Repeat_14655;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10217812	ID=Repeat_14656
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14656;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217763	10217812	Parent=Repeat_14656;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10217880	ID=Repeat_14657
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14657;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217831	10217880	Parent=Repeat_14657;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10218014	ID=Repeat_14658
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14658;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10217965	10218014	Parent=Repeat_14658;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10218416	ID=Repeat_14659
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14659;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218367	10218416	Parent=Repeat_14659;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10218752	ID=Repeat_14660
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14660;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218703	10218752	Parent=Repeat_14660;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10218954	ID=Repeat_14661
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14661;Copy=1
NC_003279.8	GetRepeats	repeat_copy	10218905	10218954	Parent=Repeat_14661;Copy=2
NC_003279.8	GetRepeats	repeat_region	10210901	10219090	ID=Repeat_14662
NC_003279.8	GetRepeats	repeat_copy	10210901	10210950	Parent=Repeat_14662;Copy=1
