Chromosome,Start,End,Match_Start,Match_End
NC_003279.8,10207001,10207125,10208943,10209067
NC_003279.8,10207001,10207050,10209011,10209060
NC_003279.8,10207001,10207175,10209079,10209253
NC_003279.8,10207001,10207125,10209147,10209271
NC_003279.8,10207001,10207050,10209215,10209264
NC_003279.8,10207001,10207050,10209349,10209398
NC_003279.8,10207001,10207100,10209485,10209584
NC_003279.8,10207001,10207100,10209621,10209720
NC_003279.8,10207001,10207100,10209824,10209923
NC_003279.8,10207001,10207050,10210096,10210145
NC_003279.8,10207001,10207100,10210164,10210263
NC_003279.8,10207001,10207050,10210436,10210485
NC_003279.8,10207001,10207100,10210504,10210603
NC_003279.8,10207001,10207050,10211448,10211497
NC_003279.8,10207001,10207125,10211648,10211772
NC_003279.8,10207001,10207050,10211716,10211765
NC_003279.8,10207001,10207100,10211784,10211883
NC_003279.8,10207001,10207050,10212328,10212377
NC_003279.8,10207001,10207100,10212530,10212629
NC_003279.8,10207001,10207100,10212664,10212763
NC_003279.8,10207001,10207125,10212866,10212990
NC_003279.8,10207001,10207050,10212934,10212983
NC_003279.8,10207001,10207125,10213002,10213126
NC_003279.8,10207001,10207050,10213070,10213119
NC_003279.8,10207001,10207050,10213138,10213187
NC_003279.8,10207001,10207050,10213272,10213321
NC_003279.8,10207001,10207100,10213340,10213439
NC_003279.8,10207001,10207125,10213474,10213598
NC_003279.8,10207001,10207050,10213542,10213591
NC_003279.8,10207001,10207050,10213610,10213659
NC_003279.8,10207001,10207050,10213678,10213727
NC_003279.8,10207001,10207050,10213746,10213795
NC_003279.8,10207001,10207125,10213880,10214004
NC_003279.8,10207001,10207050,10213948,10213997
NC_003279.8,10207001,10207050,10214016,10214065
NC_003279.8,10207001,10207050,10214084,10214133
NC_003279.8,10207001,10207050,10214152,10214201
NC_003279.8,10207001,10207050,10214286,10214335
NC_003279.8,10207001,10207050,10214486,10214535
NC_003279.8,10207001,10207050,10214620,10214669
NC_003279.8,10207001,10207150,10214820,10214969
NC_003279.8,10207001,10207100,10214888,10214987
NC_003279.8,10207001,10207100,10215022,10215121
NC_003279.8,10207001,10207100,10215156,10215255
NC_003279.8,10207001,10207100,10215290,10215389
NC_003279.8,10207001,10207050,10215424,10215473
NC_003279.8,10207001,10207050,10215558,10215607
NC_003279.8,10207001,10207150,10216022,10216171
NC_003279.8,10207001,10207100,10216090,10216189
NC_003279.8,10207001,10207100,10216426,10216525
NC_003279.8,10207001,10207100,10216896,10216995
NC_003279.8,10207001,10207050,10217096,10217145
NC_003279.8,10207001,10207050,10217230,10217279
NC_003279.8,10207001,10207125,10217432,10217556
NC_003279.8,10207001,10207050,10217500,10217549
NC_003279.8,10207001,10207050,10217568,10217617
NC_003279.8,10207001,10207050,10217704,10217753
NC_003279.8,10207001,10207050,10217772,10217821
NC_003279.8,10207001,10207050,10217906,10217955
NC_003279.8,10207001,10207100,10218174,10218273
NC_003279.8,10207001,10207050,10218308,10218357
NC_003279.8,10207001,10207175,10218442,10218616
NC_003279.8,10207001,10207100,10218510,10218609
NC_003279.8,10207001,10207050,10218644,10218693
NC_003279.8,10207001,10207100,10218712,10218811
NC_003279.8,10207001,10207050,10218846,10218895
NC_003279.8,10207001,10207125,10218914,10219038
NC_003279.8,10207001,10207050,10218982,10219031
NC_003279.8,10207051,10207150,10209467,10209566
NC_003279.8,10207051,10207100,10210010,10210059
NC_003279.8,10207051,10207125,10210418,10210492
NC_003279.8,10207051,10207100,10210756,10210805
NC_003279.8,10207051,10207100,10211362,10211411
NC_003279.8,10207051,10207125,10211430,10211504
NC_003279.8,10207051,10207100,10211970,10212019
NC_003279.8,10207051,10207100,10212106,10212155
NC_003279.8,10207051,10207125,10212310,10212384
NC_003279.8,10207051,10207100,10216612,10216661
NC_003279.8,10207051,10207125,10217686,10217760
NC_003279.8,10207051,10207100,10218024,10218073
NC_003279.8,10207076,10207125,10207740,10207789
NC_003279.8,10207076,10207175,10207808,10207907
NC_003279.8,10207076,10207125,10207944,10207993
NC_003279.8,10207076,10207175,10208078,10208177
NC_003279.8,10207076,10207125,10208278,10208327
NC_003279.8,10207076,10207175,10208346,10208445
NC_003279.8,10207076,10207175,10208546,10208645
NC_003279.8,10207076,10207125,10208680,10208729
NC_003279.8,10207076,10207175,10208814,10208913
NC_003279.8,10207076,10207175,10209086,10209185
NC_003279.8,10207076,10207125,10209356,10209405
NC_003279.8,10207076,10207150,10209628,10209702
NC_003279.8,10207076,10207150,10209831,10209905
NC_003279.8,10207076,10207125,10210103,10210152
NC_003279.8,10207076,10207150,10210171,10210245
NC_003279.8,10207076,10207175,10210511,10210610
NC_003279.8,10207076,10207175,10210983,10211082
NC_003279.8,10207076,10207175,10211655,10211754
NC_003279.8,10207076,10207150,10211791,10211865
NC_003279.8,10207076,10207175,10212469,10212568
NC_003279.8,10207076,10207175,10212671,10212770
NC_003279.8,10207076,10207125,10212805,10212854
NC_003279.8,10207076,10207175,10212873,10212972
NC_003279.8,10207076,10207175,10213009,10213108
NC_003279.8,10207076,10207125,10213145,10213194
NC_003279.8,10207076,10207125,10213279,10213328
NC_003279.8,10207076,10207175,10213347,10213446
NC_003279.8,10207076,10207175,10213481,10213580
NC_003279.8,10207076,10207125,10213617,10213666
NC_003279.8,10207076,10207125,10213685,10213734
NC_003279.8,10207076,10207125,10213753,10213802
NC_003279.8,10207076,10207175,10213887,10213986
NC_003279.8,10207076,10207125,10214023,10214072
NC_003279.8,10207076,10207125,10214091,10214140
NC_003279.8,10207076,10207125,10214159,10214208
NC_003279.8,10207076,10207125,10214293,10214342
NC_003279.8,10207076,10207125,10214493,10214542
NC_003279.8,10207076,10207125,10214627,10214676
NC_003279.8,10207076,10207175,10214827,10214926
NC_003279.8,10207076,10207150,10215029,10215103
NC_003279.8,10207076,10207175,10215163,10215262
NC_003279.8,10207076,10207175,10215297,10215396
NC_003279.8,10207076,10207125,10215431,10215480
NC_003279.8,10207076,10207125,10215565,10215614
NC_003279.8,10207076,10207175,10216029,10216128
NC_003279.8,10207076,10207150,10216433,10216507
NC_003279.8,10207076,10207175,10216903,10217002
NC_003279.8,10207076,10207125,10217103,10217152
NC_003279.8,10207076,10207125,10217237,10217286
NC_003279.8,10207076,10207125,10217371,10217420
NC_003279.8,10207076,10207175,10217439,10217538
NC_003279.8,10207076,10207125,10217575,10217624
NC_003279.8,10207076,10207125,10217779,10217828
NC_003279.8,10207076,10207125,10217913,10217962
NC_003279.8,10207076,10207175,10218181,10218280
NC_003279.8,10207076,10207125,10218315,10218364
NC_003279.8,10207076,10207175,10218449,10218548
NC_003279.8,10207076,10207125,10218651,10218700
NC_003279.8,10207076,10207175,10218719,10218818
NC_003279.8,10207076,10207125,10218853,10218902
NC_003279.8,10207076,10207175,10218921,10219020
NC_003279.8,10207126,10207175,10209474,10209523
NC_003279.8,10207126,10207175,10210425,10210474
NC_003279.8,10207126,10207175,10211437,10211486
NC_003279.8,10207126,10207175,10212317,10212366
NC_003279.8,10207126,10207175,10217693,10217742
NC_003279.8,10207126,10207175,10218031,10218080
NC_003279.8,10207151,10207250,10207680,10207779
NC_003279.8,10207201,10207250,10207267,10207316
NC_003279.8,10207201,10207250,10207333,10207382
NC_003279.8,10207201,10207325,10207597,10207721
NC_003279.8,10207201,10207250,10207663,10207712
NC_003279.8,10207201,10207250,10207866,10207915
NC_003279.8,10207201,10207250,10208068,10208117
NC_003279.8,10207201,10207250,10208136,10208185
NC_003279.8,10207201,10207250,10208268,10208317
NC_003279.8,10207201,10207250,10208404,10208453
NC_003279.8,10207201,10207250,10208470,10208519
NC_003279.8,10207201,10207250,10208536,10208585
NC_003279.8,10207201,10207300,10208604,10208703
NC_003279.8,10207201,10207250,10208670,10208719
NC_003279.8,10207201,10207250,10208804,10208853
NC_003279.8,10207201,10207250,10208872,10208921
NC_003279.8,10207201,10207250,10208940,10208989
NC_003279.8,10207201,10207250,10209008,10209057
NC_003279.8,10207201,10207250,10209144,10209193
NC_003279.8,10207201,10207250,10209212,10209261
NC_003279.8,10207201,10207250,10209346,10209395
NC_003279.8,10207201,10207250,10209482,10209531
NC_003279.8,10207201,10207250,10210433,10210482
NC_003279.8,10207201,10207250,10210569,10210618
NC_003279.8,10207201,10207350,10211041,10211190
NC_003279.8,10207201,10207250,10211107,10211156
NC_003279.8,10207201,10207250,10211445,10211494
NC_003279.8,10207201,10207300,10211579,10211678
NC_003279.8,10207201,10207250,10211645,10211694
NC_003279.8,10207201,10207250,10211713,10211762
NC_003279.8,10207201,10207250,10212325,10212374
NC_003279.8,10207201,10207250,10212527,10212576
NC_003279.8,10207201,10207300,10212595,10212694
NC_003279.8,10207201,10207250,10212661,10212710
NC_003279.8,10207201,10207250,10212729,10212778
NC_003279.8,10207201,10207250,10212931,10212980
NC_003279.8,10207201,10207250,10213067,10213116
NC_003279.8,10207201,10207250,10213269,10213318
NC_003279.8,10207201,10207300,10213405,10213504
NC_003279.8,10207201,10207250,10213471,10213520
NC_003279.8,10207201,10207250,10213539,10213588
NC_003279.8,10207201,10207250,10213877,10213926
NC_003279.8,10207201,10207250,10213945,10213994
NC_003279.8,10207201,10207250,10214283,10214332
NC_003279.8,10207201,10207300,10214417,10214516
NC_003279.8,10207201,10207250,10214483,10214532
NC_003279.8,10207201,10207250,10214617,10214666
NC_003279.8,10207201,10207300,10214751,10214850
NC_003279.8,10207201,10207250,10214817,10214866
NC_003279.8,10207201,10207250,10214885,10214934
NC_003279.8,10207201,10207250,10215019,10215068
NC_003279.8,10207201,10207250,10215153,10215202
NC_003279.8,10207201,10207250,10215221,10215270
NC_003279.8,10207201,10207250,10215287,10215336
NC_003279.8,10207201,10207250,10215355,10215404
NC_003279.8,10207201,10207250,10215421,10215470
NC_003279.8,10207201,10207250,10215555,10215604
NC_003279.8,10207201,10207250,10215689,10215738
NC_003279.8,10207201,10207325,10215755,10215879
NC_003279.8,10207201,10207325,10215821,10215945
NC_003279.8,10207201,10207325,10215887,10216011
NC_003279.8,10207201,10207300,10215953,10216052
NC_003279.8,10207201,10207250,10216019,10216068
NC_003279.8,10207201,10207250,10216087,10216136
NC_003279.8,10207201,10207250,10216423,10216472
NC_003279.8,10207201,10207250,10216761,10216810
NC_003279.8,10207201,10207250,10216827,10216876
NC_003279.8,10207201,10207250,10216893,10216942
NC_003279.8,10207201,10207375,10216961,10217135
NC_003279.8,10207201,10207250,10217027,10217076
NC_003279.8,10207201,10207250,10217093,10217142
NC_003279.8,10207201,10207250,10217227,10217276
NC_003279.8,10207201,10207250,10217497,10217546
NC_003279.8,10207201,10207250,10217701,10217750
NC_003279.8,10207201,10207250,10217903,10217952
NC_003279.8,10207201,10207250,10218039,10218088
NC_003279.8,10207201,10207250,10218105,10218154
NC_003279.8,10207201,10207250,10218171,10218220
NC_003279.8,10207201,10207300,10218239,10218338
NC_003279.8,10207201,10207250,10218305,10218354
NC_003279.8,10207201,10207250,10218439,10218488
NC_003279.8,10207201,10207250,10218507,10218556
NC_003279.8,10207201,10207250,10218575,10218624
NC_003279.8,10207201,10207250,10218641,10218690
NC_003279.8,10207201,10207250,10218777,10218826
NC_003279.8,10207201,10207250,10218843,10218892
NC_003279.8,10207201,10207250,10218979,10219028
NC_003279.8,10207201,10207250,10219113,10219162
NC_003279.8,10207226,10207325,10211538,10211637
NC_003279.8,10207226,10207300,10213228,10213302
NC_003279.8,10207226,10207300,10213836,10213910
NC_003279.8,10207226,10207300,10214242,10214316
NC_003279.8,10207226,10207325,10214376,10214475
NC_003279.8,10207226,10207300,10214576,10214650
NC_003279.8,10207226,10207325,10214710,10214809
NC_003279.8,10207226,10207300,10215514,10215588
NC_003279.8,10207226,10207300,10217186,10217260
NC_003279.8,10207251,10207300,10215003,10215052
NC_003279.8,10207276,10207350,10207342,10207416
NC_003279.8,10207276,10207325,10207606,10207655
NC_003279.8,10207276,10207375,10208011,10208110
NC_003279.8,10207276,10207325,10208145,10208194
NC_003279.8,10207276,10207375,10208211,10208310
NC_003279.8,10207276,10207400,10208413,10208537
NC_003279.8,10207276,10207375,10208479,10208578
NC_003279.8,10207276,10207325,10208613,10208662
NC_003279.8,10207276,10207375,10208747,10208846
NC_003279.8,10207276,10207375,10209289,10209388
NC_003279.8,10207276,10207325,10210916,10210965
NC_003279.8,10207276,10207325,10211050,10211099
NC_003279.8,10207276,10207325,10211522,10211571
NC_003279.8,10207276,10207325,10212402,10212451
NC_003279.8,10207276,10207325,10212604,10212653
NC_003279.8,10207276,10207325,10212738,10212787
NC_003279.8,10207276,10207325,10213212,10213261
NC_003279.8,10207276,10207325,10213414,10213463
NC_003279.8,10207276,10207325,10213820,10213869
NC_003279.8,10207276,10207325,10214226,10214275
NC_003279.8,10207276,10207325,10214360,10214409
NC_003279.8,10207276,10207325,10214560,10214609
NC_003279.8,10207276,10207325,10214694,10214743
NC_003279.8,10207276,10207375,10215230,10215329
NC_003279.8,10207276,10207375,10215364,10215463
NC_003279.8,10207276,10207325,10215498,10215547
NC_003279.8,10207276,10207400,10215632,10215756
NC_003279.8,10207276,10207375,10215698,10215797
NC_003279.8,10207276,10207325,10215764,10215813
NC_003279.8,10207276,10207325,10216300,10216349
NC_003279.8,10207276,10207375,10216366,10216465
NC_003279.8,10207276,10207400,10216704,10216828
NC_003279.8,10207276,10207400,10216770,10216894
NC_003279.8,10207276,10207375,10216836,10216935
NC_003279.8,10207276,10207325,10216970,10217019
NC_003279.8,10207276,10207325,10217170,10217219
NC_003279.8,10207276,10207325,10217304,10217353
NC_003279.8,10207276,10207375,10217846,10217945
NC_003279.8,10207276,10207400,10218048,10218172
NC_003279.8,10207276,10207375,10218114,10218213
NC_003279.8,10207276,10207325,10218248,10218297
NC_003279.8,10207276,10207375,10218382,10218481
NC_003279.8,10207276,10207375,10218584,10218683
NC_003279.8,10207276,10207375,10218786,10218885
NC_003279.8,10207326,10207375,10215146,10215195
NC_003279.8,10207351,10207400,10208020,10208069
NC_003279.8,10207351,10207400,10208154,10208203
NC_003279.8,10207351,10207400,10208220,10208269
NC_003279.8,10207351,10207400,10208422,10208471
NC_003279.8,10207351,10207400,10208756,10208805
NC_003279.8,10207351,10207400,10209298,10209347
NC_003279.8,10207351,10207400,10210925,10210974
NC_003279.8,10207351,10207400,10211125,10211174
NC_003279.8,10207351,10207400,10212411,10212460
NC_003279.8,10207351,10207400,10212747,10212796
NC_003279.8,10207351,10207400,10215239,10215288
NC_003279.8,10207351,10207400,10215373,10215422
NC_003279.8,10207351,10207400,10215641,10215690
NC_003279.8,10207351,10207400,10216375,10216424
NC_003279.8,10207351,10207400,10216713,10216762
NC_003279.8,10207351,10207400,10217045,10217094
NC_003279.8,10207351,10207400,10217313,10217362
NC_003279.8,10207351,10207400,10217855,10217904
NC_003279.8,10207351,10207400,10218057,10218106
NC_003279.8,10207351,10207400,10218391,10218440
NC_003279.8,10207351,10207400,10218593,10218642
NC_003279.8,10207351,10207400,10218795,10218844
NC_003279.8,10207426,10207500,10207492,10207566
NC_003279.8,10207601,10207650,10207667,10207716
NC_003279.8,10207601,10207650,10208140,10208189
NC_003279.8,10207601,10207650,10208206,10208255
NC_003279.8,10207601,10207650,10208408,10208457
NC_003279.8,10207601,10207650,10208474,10208523
NC_003279.8,10207601,10207700,10208608,10208707
NC_003279.8,10207601,10207650,10208742,10208791
NC_003279.8,10207601,10207650,10209284,10209333
NC_003279.8,10207601,10207650,10210573,10210622
NC_003279.8,10207601,10207650,10210911,10210960
NC_003279.8,10207601,10207700,10211045,10211144
NC_003279.8,10207601,10207650,10211111,10211160
NC_003279.8,10207601,10207725,10211517,10211641
NC_003279.8,10207601,10207700,10211583,10211682
NC_003279.8,10207601,10207650,10212397,10212446
NC_003279.8,10207601,10207700,10212599,10212698
NC_003279.8,10207601,10207650,10212733,10212782
NC_003279.8,10207601,10207700,10213207,10213306
NC_003279.8,10207601,10207700,10213409,10213508
NC_003279.8,10207601,10207700,10213815,10213914
NC_003279.8,10207601,10207700,10214221,10214320
NC_003279.8,10207601,10207725,10214355,10214479
NC_003279.8,10207601,10207700,10214421,10214520
NC_003279.8,10207601,10207700,10214555,10214654
NC_003279.8,10207601,10207725,10214689,10214813
NC_003279.8,10207601,10207700,10214755,10214854
NC_003279.8,10207601,10207650,10215225,10215274
NC_003279.8,10207601,10207650,10215359,10215408
NC_003279.8,10207601,10207700,10215493,10215592
NC_003279.8,10207601,10207650,10215627,10215676
NC_003279.8,10207601,10207650,10215693,10215742
NC_003279.8,10207601,10207725,10215759,10215883
NC_003279.8,10207601,10207725,10215825,10215949
NC_003279.8,10207601,10207725,10215891,10216015
NC_003279.8,10207601,10207700,10215957,10216056
NC_003279.8,10207601,10207650,10216295,10216344
NC_003279.8,10207601,10207650,10216699,10216748
NC_003279.8,10207601,10207650,10216765,10216814
NC_003279.8,10207601,10207650,10216831,10216880
NC_003279.8,10207601,10207700,10216965,10217064
NC_003279.8,10207601,10207650,10217031,10217080
NC_003279.8,10207601,10207700,10217165,10217264
NC_003279.8,10207601,10207650,10217299,10217348
NC_003279.8,10207601,10207650,10217841,10217890
NC_003279.8,10207601,10207650,10218043,10218092
NC_003279.8,10207601,10207650,10218109,10218158
NC_003279.8,10207601,10207700,10218243,10218342
NC_003279.8,10207601,10207650,10218377,10218426
NC_003279.8,10207601,10207650,10218579,10218628
NC_003279.8,10207601,10207650,10218781,10218830
NC_003279.8,10207601,10207650,10219051,10219100
NC_003279.8,10207601,10207650,10219117,10219166
NC_003279.8,10207651,10207700,10215007,10215056
NC_003279.8,10207676,10207725,10208617,10208666
NC_003279.8,10207676,10207725,10211054,10211103
NC_003279.8,10207676,10207725,10211526,10211575
NC_003279.8,10207676,10207725,10212608,10212657
NC_003279.8,10207676,10207725,10213216,10213265
NC_003279.8,10207676,10207725,10213418,10213467
NC_003279.8,10207676,10207725,10213824,10213873
NC_003279.8,10207676,10207725,10214230,10214279
NC_003279.8,10207676,10207725,10214364,10214413
NC_003279.8,10207676,10207725,10214564,10214613
NC_003279.8,10207676,10207725,10214698,10214747
NC_003279.8,10207676,10207725,10215502,10215551
NC_003279.8,10207676,10207725,10215768,10215817
NC_003279.8,10207676,10207725,10216304,10216353
NC_003279.8,10207676,10207725,10216974,10217023
NC_003279.8,10207676,10207725,10217174,10217223
NC_003279.8,10207676,10207725,10218252,10218301
NC_003279.8,10207726,10207775,10208064,10208113
NC_003279.8,10207726,10207900,10208264,10208438
NC_003279.8,10207726,10207775,10208466,10208515
NC_003279.8,10207726,10207775,10208532,10208581
NC_003279.8,10207726,10207825,10208666,10208765
NC_003279.8,10207726,10207775,10208800,10208849
NC_003279.8,10207726,10207775,10209342,10209391
NC_003279.8,10207726,10207775,10211103,10211152
NC_003279.8,10207726,10207775,10211575,10211624
NC_003279.8,10207726,10207775,10211641,10211690
NC_003279.8,10207726,10207775,10212657,10212706
NC_003279.8,10207726,10207900,10213265,10213439
NC_003279.8,10207726,10207775,10213467,10213516
NC_003279.8,10207726,10207775,10213873,10213922
NC_003279.8,10207726,10207825,10214279,10214378
NC_003279.8,10207726,10207775,10214413,10214462
NC_003279.8,10207726,10207825,10214479,10214578
NC_003279.8,10207726,10207825,10214613,10214712
NC_003279.8,10207726,10207775,10214747,10214796
NC_003279.8,10207726,10207775,10214813,10214862
NC_003279.8,10207726,10207775,10215015,10215064
NC_003279.8,10207726,10207775,10215149,10215198
NC_003279.8,10207726,10207775,10215283,10215332
NC_003279.8,10207726,10207825,10215417,10215516
NC_003279.8,10207726,10207825,10215551,10215650
NC_003279.8,10207726,10207775,10215685,10215734
NC_003279.8,10207726,10207775,10215751,10215800
NC_003279.8,10207726,10207775,10215817,10215866
NC_003279.8,10207726,10207775,10215883,10215932
NC_003279.8,10207726,10207775,10215949,10215998
NC_003279.8,10207726,10207775,10216015,10216064
NC_003279.8,10207726,10207775,10216419,10216468
NC_003279.8,10207726,10207775,10216757,10216806
NC_003279.8,10207726,10207775,10216823,10216872
NC_003279.8,10207726,10207775,10216889,10216938
NC_003279.8,10207726,10207775,10217023,10217072
NC_003279.8,10207726,10207825,10217089,10217188
NC_003279.8,10207726,10207825,10217223,10217322
NC_003279.8,10207726,10207825,10217899,10217998
NC_003279.8,10207726,10207775,10218101,10218150
NC_003279.8,10207726,10207775,10218167,10218216
NC_003279.8,10207726,10207825,10218301,10218400
NC_003279.8,10207726,10207775,10218435,10218484
NC_003279.8,10207726,10207900,10218637,10218811
NC_003279.8,10207726,10207925,10218839,10219038
NC_003279.8,10207726,10207775,10219109,10219158
NC_003279.8,10207751,10207925,10209029,10209203
NC_003279.8,10207751,10207825,10209233,10209307
NC_003279.8,10207751,10207900,10210114,10210263
NC_003279.8,10207751,10207900,10210454,10210603
NC_003279.8,10207751,10207825,10211466,10211540
NC_003279.8,10207751,10207900,10211734,10211883
NC_003279.8,10207751,10207825,10212346,10212420
NC_003279.8,10207751,10207925,10212816,10212990
NC_003279.8,10207751,10207925,10212952,10213126
NC_003279.8,10207751,10207850,10213088,10213187
NC_003279.8,10207751,10207825,10213156,10213230
NC_003279.8,10207751,10207925,10217382,10217556
NC_003279.8,10207751,10207850,10217518,10217617
NC_003279.8,10207751,10207825,10217586,10217660
NC_003279.8,10207751,10207850,10217722,10217821
NC_003279.8,10207751,10207825,10217790,10217864
NC_003279.8,10207751,10207825,10219000,10219074
NC_003279.8,10207776,10207900,10209596,10209720
NC_003279.8,10207776,10207825,10209732,10209781
NC_003279.8,10207776,10207825,10209935,10209984
NC_003279.8,10207776,10207850,10210071,10210145
NC_003279.8,10207776,10207825,10210275,10210324
NC_003279.8,10207776,10207825,10210343,10210392
NC_003279.8,10207776,10207825,10210681,10210730
NC_003279.8,10207776,10207825,10210817,10210866
NC_003279.8,10207776,10207825,10210885,10210934
NC_003279.8,10207776,10207825,10211219,10211268
NC_003279.8,10207776,10207825,10211287,10211336
NC_003279.8,10207776,10207825,10211895,10211944
NC_003279.8,10207776,10207825,10212031,10212080
NC_003279.8,10207776,10207825,10212167,10212216
NC_003279.8,10207776,10207825,10212235,10212284
NC_003279.8,10207776,10207825,10216269,10216318
NC_003279.8,10207776,10207825,10216537,10216586
NC_003279.8,10207776,10207825,10216673,10216722
NC_003279.8,10207801,10207850,10207869,10207918
NC_003279.8,10207801,10207900,10208071,10208170
NC_003279.8,10207801,10207850,10208271,10208320
NC_003279.8,10207801,10207900,10208539,10208638
NC_003279.8,10207801,10207850,10208673,10208722
NC_003279.8,10207801,10207925,10208807,10208931
NC_003279.8,10207801,10207925,10208875,10208999
NC_003279.8,10207801,10207925,10208943,10209067
NC_003279.8,10207801,10207850,10209011,10209060
NC_003279.8,10207801,10207925,10209147,10209271
NC_003279.8,10207801,10207850,10209215,10209264
NC_003279.8,10207801,10207850,10209349,10209398
NC_003279.8,10207801,10207900,10209485,10209584
NC_003279.8,10207801,10207900,10209824,10209923
NC_003279.8,10207801,10207850,10210436,10210485
NC_003279.8,10207801,10207900,10210976,10211075
NC_003279.8,10207801,10207850,10211448,10211497
NC_003279.8,10207801,10207925,10211648,10211772
NC_003279.8,10207801,10207850,10211716,10211765
NC_003279.8,10207801,10207850,10212328,10212377
NC_003279.8,10207801,10207925,10212462,10212586
NC_003279.8,10207801,10207900,10212530,10212629
NC_003279.8,10207801,10207900,10212664,10212763
NC_003279.8,10207801,10207850,10212798,10212847
NC_003279.8,10207801,10207850,10212934,10212983
NC_003279.8,10207801,10207850,10213070,10213119
NC_003279.8,10207801,10207850,10213272,10213321
NC_003279.8,10207801,10207925,10213474,10213598
NC_003279.8,10207801,10207850,10213542,10213591
NC_003279.8,10207801,10207850,10213610,10213659
NC_003279.8,10207801,10207850,10213678,10213727
NC_003279.8,10207801,10207850,10213746,10213795
NC_003279.8,10207801,10207925,10213880,10214004
NC_003279.8,10207801,10207850,10213948,10213997
NC_003279.8,10207801,10207850,10214016,10214065
NC_003279.8,10207801,10207850,10214084,10214133
NC_003279.8,10207801,10207850,10214152,10214201
NC_003279.8,10207801,10207850,10214286,10214335
NC_003279.8,10207801,10207850,10214486,10214535
NC_003279.8,10207801,10207850,10214620,10214669
NC_003279.8,10207801,10207925,10214820,10214944
NC_003279.8,10207801,10207900,10214888,10214987
NC_003279.8,10207801,10207900,10215022,10215121
NC_003279.8,10207801,10207900,10215156,10215255
NC_003279.8,10207801,10207900,10215290,10215389
NC_003279.8,10207801,10207850,10215424,10215473
NC_003279.8,10207801,10207850,10215558,10215607
NC_003279.8,10207801,10207925,10216022,10216146
NC_003279.8,10207801,10207900,10216090,10216189
NC_003279.8,10207801,10207900,10216426,10216525
NC_003279.8,10207801,10207900,10216896,10216995
NC_003279.8,10207801,10207850,10217096,10217145
NC_003279.8,10207801,10207850,10217230,10217279
NC_003279.8,10207801,10207850,10217364,10217413
NC_003279.8,10207801,10207850,10217500,10217549
NC_003279.8,10207801,10207850,10217704,10217753
NC_003279.8,10207801,10207850,10217906,10217955
NC_003279.8,10207801,10207900,10218174,10218273
NC_003279.8,10207801,10207850,10218308,10218357
NC_003279.8,10207801,10207925,10218442,10218566
NC_003279.8,10207801,10207900,10218510,10218609
NC_003279.8,10207801,10207850,10218644,10218693
NC_003279.8,10207801,10207850,10218846,10218895
NC_003279.8,10207801,10207850,10218982,10219031
NC_003279.8,10207851,10207925,10209467,10209541
NC_003279.8,10207851,10207900,10210010,10210059
NC_003279.8,10207851,10207925,10210418,10210492
NC_003279.8,10207851,10207900,10210756,10210805
NC_003279.8,10207851,10207900,10211362,10211411
NC_003279.8,10207851,10207925,10211430,10211504
NC_003279.8,10207851,10207900,10211970,10212019
NC_003279.8,10207851,10207900,10212106,10212155
NC_003279.8,10207851,10207925,10212310,10212384
NC_003279.8,10207851,10207900,10216612,10216661
NC_003279.8,10207851,10207925,10217686,10217760
NC_003279.8,10207851,10207900,10218024,10218073
NC_003279.8,10207876,10207925,10207944,10207993
NC_003279.8,10207876,10207925,10208078,10208127
NC_003279.8,10207876,10207925,10208278,10208327
NC_003279.8,10207876,10207925,10208346,10208395
NC_003279.8,10207876,10207925,10208546,10208595
NC_003279.8,10207876,10207925,10208680,10208729
NC_003279.8,10207876,10207925,10208814,10208863
NC_003279.8,10207876,10207925,10209086,10209135
NC_003279.8,10207876,10207925,10209356,10209405
NC_003279.8,10207876,10207925,10209628,10209677
NC_003279.8,10207876,10207925,10209831,10209880
NC_003279.8,10207876,10207925,10210103,10210152
NC_003279.8,10207876,10207925,10210171,10210220
NC_003279.8,10207876,10207925,10210511,10210560
NC_003279.8,10207876,10207925,10210983,10211032
NC_003279.8,10207876,10207925,10211655,10211704
NC_003279.8,10207876,10207925,10211791,10211840
NC_003279.8,10207876,10207925,10212469,10212518
NC_003279.8,10207876,10207925,10212671,10212720
NC_003279.8,10207876,10207925,10212805,10212854
NC_003279.8,10207876,10207925,10212873,10212922
NC_003279.8,10207876,10207925,10213009,10213058
NC_003279.8,10207876,10207925,10213145,10213194
NC_003279.8,10207876,10207925,10213279,10213328
NC_003279.8,10207876,10207925,10213347,10213396
NC_003279.8,10207876,10207925,10213481,10213530
NC_003279.8,10207876,10207925,10213617,10213666
NC_003279.8,10207876,10207925,10213685,10213734
NC_003279.8,10207876,10207925,10213753,10213802
NC_003279.8,10207876,10207925,10213887,10213936
NC_003279.8,10207876,10207925,10214023,10214072
NC_003279.8,10207876,10207925,10214091,10214140
NC_003279.8,10207876,10207925,10214159,10214208
NC_003279.8,10207876,10207925,10214293,10214342
NC_003279.8,10207876,10207925,10214493,10214542
NC_003279.8,10207876,10207925,10214627,10214676
NC_003279.8,10207876,10207925,10214827,10214876
NC_003279.8,10207876,10207925,10215029,10215078
NC_003279.8,10207876,10207925,10215163,10215212
NC_003279.8,10207876,10207925,10215297,10215346
NC_003279.8,10207876,10207925,10215431,10215480
NC_003279.8,10207876,10207925,10215565,10215614
